,Corporation,SDG(s) ,Source Name,Source,Source Type,Source Date,Source Author,Explicit or Implicit,Notes,Relevant Country
18,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Swaziland
19,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Belize
20,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",El Salvador
21,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Haiti
22,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",United States
23,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Chile
24,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",India
25,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Romaniaand
26,ADP,2,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Philippines
27,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Zambia
28,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Uganda
29,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Swaziland
30,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Belize
31,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",El Salvador
32,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Haiti
33,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",United States
34,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Chile
35,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",India
36,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Romaniaand
37,ADP,3,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Philippines
38,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Zambia
39,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Uganda
40,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Swaziland
41,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Belize
42,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",El Salvador
43,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Haiti
44,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",United States
45,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Chile
46,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",India
47,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Romaniaand
48,ADP,4,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Philippines
49,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Zambia
50,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Uganda
51,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Swaziland
52,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Belize
53,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",El Salvador
54,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Haiti
55,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",United States
56,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Chile
57,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",India
58,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Romaniaand
59,ADP,5,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Philippines
60,ADP,8,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Zambia
61,ADP,8,Corporate Social Responsibility Report,https://www.adp.com/about-adp/corporate-social-responsibility/-/media/ED7CA74E0359401EBC55042B5738772D.ashx,PDF,2/1/2018,,Implicit,"Very passionate about environmental sustainability and diveristy and inclusion in the workplace. They donated hundreds of thousands of dollars to Oxfam International, Habitat for Humanity, and Midas. I would say that the biggest focuses are education, diversity, and poverty (4, 10, 1). 12 (responsible consumption) and 7 (clean energy)  are internal projects for the company. ",Uganda
