,Corporation,SDG_fin,Source Name,Source,Source Type,Source Date,Source Author,Explicit or Implicit,Notes,Relevant Country,Project,Entryist Initials
314,Refurbished Computers: InterConnection,4,International: Connecting the World,https://interconnection.org/international.php,Webpage,,,Implicit,"""In Mozambique, our computers are being used by a Peace Corp Volunteer to teach students how to use a computer. The majority of these students had never used a computer before. Giving students hands on experience is especially valuable in a place like Mozambique, where applying learned concepts through practice is extremely rare.""",Mozambique,Peace Corp Sponsorship,KMW
315,Refurbished Computers: InterConnection,4,Annual Report 2018,https://interconnection.org/2018-annual-report/,Report,2018,"Harry Egler, President",Implicit,"""2018 was a steady year for InterConnection as we worked to increase community awareness surrounding our mission to bridge the digital divide by providing affordable refurbished computers and high-speed internet to underserved communities in Seattle and across the U.S.

The digital divide is the economic and social inequality regarding access to information and communication technologies.""; 

""The average American household produces 176 pounds of e-waste every year, but thanks to committed supporters like you, we were able to prevent over 1 million pounds of e-waste from ending up in landfills""",United States,,KMW
316,Refurbished Computers: InterConnection,11,Annual Report 2018,https://interconnection.org/2018-annual-report/,Report,2018,"Harry Egler, President",Implicit,"""2018 was a steady year for InterConnection as we worked to increase community awareness surrounding our mission to bridge the digital divide by providing affordable refurbished computers and high-speed internet to underserved communities in Seattle and across the U.S.

The digital divide is the economic and social inequality regarding access to information and communication technologies.""; 

""The average American household produces 176 pounds of e-waste every year, but thanks to committed supporters like you, we were able to prevent over 1 million pounds of e-waste from ending up in landfills""",United States,,KMW
317,Refurbished Computers: InterConnection,4,National: Closing the Technology Gap in America,https://interconnection.org/national.php,Webpage,,,Implicit,"""They use our computer for their after-school tutoring program for homeless children""; ""Job training for at-risk in NYC""",United States,InterConnection National Donations Program,KMW
318,Refurbished Computers: PCs for People,10,Our Mission,https://www.pcsforpeople.org/about-us/,Webpage,,,Implicit,"""In creating our recycling workforce, we have built an award winning partnership with MSS (formerly Midwest Special Services), a nonprofit that supports adults with intellectual and physical disabilities to help them reach their personal goals and achieve their full potential. MSS clients are provided hands-on experience through work training, internship and volunteer opportunities within our electronic waste recycling processes.""",United States,Midwest Special Services Partnership,KMW
319,Refurbished Computers: PCs for People,12,Our Mission,https://www.pcsforpeople.org/about-us/,Webpage,,,Implicit,"""Through electronic reuse PCs for People provides the opportunity for all low-income individuals and nonprofits to benefit from the life changing impact of computers and mobile internet.""; ""Our refurbished computers have touched the lives of people around the United States enabling access to better educational, healthcare and employment opportunities""; ""PCs for People has the highest certification for environmental stewardship""",United States,,KMW
320,Refurbished Computers: PCs for People,17,Our Mission,https://www.pcsforpeople.org/about-us/,Webpage,,,Implicit,"""Through electronic reuse PCs for People provides the opportunity for all low-income individuals and nonprofits to benefit from the life changing impact of computers and mobile internet.""; ""Our refurbished computers have touched the lives of people around the United States enabling access to better educational, healthcare and employment opportunities""; ""PCs for People has the highest certification for environmental stewardship""",United States,,KMW
321,Sage,8,Sage Foundation: Vision and Mission,https://www.sage.com/en-gb/company/sage-foundation/vision-and-mission/,Webpage,,,Implicit,"""We envision a world where all people and communities thrive because they are living with economic stability and social equality.""; ""Sage Foundation is committed to transforming lives by investing our time, money, expertise and technology to create sustainable social, economic and entrepreneurial opportunities in our local communities around the world.""",United States,Sage Foundation,KMW
322,Sage,10,Sage Foundation: Vision and Mission,https://www.sage.com/en-gb/company/sage-foundation/vision-and-mission/,Webpage,,,Implicit,"""We envision a world where all people and communities thrive because they are living with economic stability and social equality.""; ""Sage Foundation is committed to transforming lives by investing our time, money, expertise and technology to create sustainable social, economic and entrepreneurial opportunities in our local communities around the world.""",United States,Sage Foundation,KMW
323,Sage,10,About Sage: Corporate Social Responsibility,https://www.sage.com/en-gb/company/about-sage/corporate-social-responsibility/,Webpage,,,Implicit,"Mostly vague. ""We remain committed to reducing our energy consumption and related emissions where possible, as well as reducing our wider impacts such as resource use and waste to landfill.""; ""We have a Code of Ethics which recognises the importance of treating all of our employees fairly, covering issues such as responsible employment, diversity and equal opportunities.""; ""we have established a global framework for our operating companies to work within, allowing them flexibility over which area to invest in according to what will have the most meaning and impact locally""",United States,,KMW
324,Sage,11,About Sage: Corporate Social Responsibility,https://www.sage.com/en-gb/company/about-sage/corporate-social-responsibility/,Webpage,,,Implicit,"Mostly vague. ""We remain committed to reducing our energy consumption and related emissions where possible, as well as reducing our wider impacts such as resource use and waste to landfill.""; ""We have a Code of Ethics which recognises the importance of treating all of our employees fairly, covering issues such as responsible employment, diversity and equal opportunities.""; ""we have established a global framework for our operating companies to work within, allowing them flexibility over which area to invest in according to what will have the most meaning and impact locally""",United States,,KMW
325,Sage,17,About Sage: Corporate Social Responsibility,https://www.sage.com/en-gb/company/about-sage/corporate-social-responsibility/,Webpage,,,Implicit,"Mostly vague. ""We remain committed to reducing our energy consumption and related emissions where possible, as well as reducing our wider impacts such as resource use and waste to landfill.""; ""We have a Code of Ethics which recognises the importance of treating all of our employees fairly, covering issues such as responsible employment, diversity and equal opportunities.""; ""we have established a global framework for our operating companies to work within, allowing them flexibility over which area to invest in according to what will have the most meaning and impact locally""",United States,,KMW
326,Skillsoft,4,Skillsoft: Improving people's lives across the world through learning,https://www.skillsoft.com/about/corporate-social-responsibility/,Webpage,,,Implicit,"""Fundamentally, our corporate social responsibility (CSR) strategy reflects our purpose driven culture. We are passionate about learning and we are proud to share what we do with those in need.""",United States,Product Donation,KMW
327,Society for Nonprofits,17,About Us,https://www.snpo.org/aboutus/,Webpage,,,Implicit,"""Society for Nonprofits and the resources it provides helps to close those gaps in knowledge, develop stronger nonprofit leaders and grow the capacity of nonprofit organizations. """,nan,,KMW
328,Sparrow,1,Sparrow Impact Report,https://sparrowmobile.com/wp-content/uploads/Sparrow-Impact-Report-2017-18.pdf,Report,1/31/18,,Implicit,"""With nearly 25 million
Americans experiencing digital poverty, for many, one of the first rungs of the ladder
— digital access — is missing. With the growing income divide, technology accelerates
the gap by leaving those who are disadvantaged even further behind.
Sparrow addresses this “last mile” (or first rung) challenge by bridging the digital
divide"" ""IMPACT FOCUS
Youth, Women, Refugees, Homeless""",United States,,KMW
329,Sparrow,5,Sparrow Impact Report,https://sparrowmobile.com/wp-content/uploads/Sparrow-Impact-Report-2017-18.pdf,Report,1/31/18,,Implicit,"""With nearly 25 million
Americans experiencing digital poverty, for many, one of the first rungs of the ladder
— digital access — is missing. With the growing income divide, technology accelerates
the gap by leaving those who are disadvantaged even further behind.
Sparrow addresses this “last mile” (or first rung) challenge by bridging the digital
divide"" ""IMPACT FOCUS
Youth, Women, Refugees, Homeless""",United States,,KMW
330,Sparrow,8,Sparrow Impact Report,https://sparrowmobile.com/wp-content/uploads/Sparrow-Impact-Report-2017-18.pdf,Report,1/31/18,,Implicit,"""With nearly 25 million
Americans experiencing digital poverty, for many, one of the first rungs of the ladder
— digital access — is missing. With the growing income divide, technology accelerates
the gap by leaving those who are disadvantaged even further behind.
Sparrow addresses this “last mile” (or first rung) challenge by bridging the digital
divide"" ""IMPACT FOCUS
Youth, Women, Refugees, Homeless""",United States,,KMW
331,Symantec,4,Symantec 2018 Corporate Responsibility Report,https://www.symantec.com/content/dam/symantec/docs/reports/2018-corporate-responsibility-report-en.pdf,Report,2018,,Explicit,"""Through the Symantec C3 program, we not only provide students with
training in cyber security, but also offer employers access to a diverse
and motivated talent pool""",United States, Symantec Cyber Career Connection (C3),KMW
332,Symantec,4,Symantec 2018 Corporate Responsibility Report,https://www.symantec.com/content/dam/symantec/docs/reports/2018-corporate-responsibility-report-en.pdf,Report,2018,,Explicit,Page 5,United States,,KMW
333,Symantec,5,Symantec 2018 Corporate Responsibility Report,https://www.symantec.com/content/dam/symantec/docs/reports/2018-corporate-responsibility-report-en.pdf,Report,2018,,Explicit,Page 5,United States,,KMW
334,Symantec,8,Symantec 2018 Corporate Responsibility Report,https://www.symantec.com/content/dam/symantec/docs/reports/2018-corporate-responsibility-report-en.pdf,Report,2018,,Explicit,Page 5,United States,,KMW
335,Symantec,10,Symantec 2018 Corporate Responsibility Report,https://www.symantec.com/content/dam/symantec/docs/reports/2018-corporate-responsibility-report-en.pdf,Report,2018,,Explicit,Page 5,United States,,KMW
336,Symantec,13,Symantec 2018 Corporate Responsibility Report,https://www.symantec.com/content/dam/symantec/docs/reports/2018-corporate-responsibility-report-en.pdf,Report,2018,,Explicit,Page 5,United States,,KMW
337,Tableau Software,17,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,,Global,Grants Program,KMW
338,Tableau Software,1,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
339,Tableau Software,2,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
340,Tableau Software,3,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
341,Tableau Software,4,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
342,Tableau Software,5,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
343,Tableau Software,6,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
344,Tableau Software,7,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
345,Tableau Software,8,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
346,Tableau Software,9,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
347,Tableau Software,10,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
348,Tableau Software,11,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
349,Tableau Software,12,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
350,Tableau Software,13,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
351,Tableau Software,14,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
352,Tableau Software,15,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
353,Tableau Software,16,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
354,Tableau Software,17,Tableau : Annual Report,https://www.tableau.com/foundation#reveal--8,Report,,,Explicit,Very good continuously updating infographic regarding SDG support,Global,,KMW
355,Tech Impact,4,Tech Impact Annual report 2018,https://app.powerbi.com/view?r=eyJrIjoiZDkwNmIwMWYtNjRkNy00ZWI4LWFjMTItZDdkZmUyZDZhZjM1IiwidCI6IjZiNmU2ODZhLTE3YzYtNGVjNy1hY2FlLTg5NTc1YmI1NzEzOSIsImMiOjF9,Report,2018,,Implicit,"""We improve the lives of young adults in our communities through our ITWorks and CXWorks workforce development programs."" (2); ""Our mission is to empower nonprofits and communities to use technology to better serve our world."" (1); live data",United States,,KMW
356,Tech Impact,17,Tech Impact Annual report 2018,https://app.powerbi.com/view?r=eyJrIjoiZDkwNmIwMWYtNjRkNy00ZWI4LWFjMTItZDdkZmUyZDZhZjM1IiwidCI6IjZiNmU2ODZhLTE3YzYtNGVjNy1hY2FlLTg5NTc1YmI1NzEzOSIsImMiOjF9,Report,2018,,Implicit,"""We improve the lives of young adults in our communities through our ITWorks and CXWorks workforce development programs."" (2); ""Our mission is to empower nonprofits and communities to use technology to better serve our world."" (1); live data",United States,,KMW
357,TechBridge,4,Techbridge: Technology Career Program,https://techbridge.org/tcp/,Webpage,,,Implicit,"""free, part time 16-week technology and business education program designed to prepare unemployed or underemployed young adults for a career in the growing technology job market.""",United States,Technology Career Program,KMW
358,TechBridge,17,Our Mission,https://techbridge.org/about-us/,Webpage,,,Implicit,"""TechBridge is a nonprofit that arms other nonprofits on the frontline of alleviating the causes of poverty with technology that will allow them to expand the impact of their mission for the millions of men, women and children who suffer from lack of access to shelter, food, employment, education, healthcare, and financial literacy.""",nan,,KMW
359,Ultralingua,3,Ultralingua Apps for Aid,https://www.ultralingua.com/apps-for-aid,Webpage,2012,,Implicit,Donate services to different international clinic organizations [whose goals also involve training a larger Haitian healthcare force],United States,Apps for Aid,KMW
360,Ultralingua,3,Ultralingua Apps for Aid,https://www.ultralingua.com/apps-for-aid,Webpage,2012,,Implicit,Donate services to different international clinic organizations [whose goals also involve training a larger Haitian healthcare force],Haiti,Apps for Aid,KMW
361,USB Memory Direct,4,UMD Blog: Flash Drive Giveaway for Back to School 2012,https://www.usbmemorydirect.com/blog/back-to-school-2012-flash-drive-giveaway/,Self Published Blog,8/17/12,Administrator,Implicit,"""So we've decided to give moms a real break this year and offer something free that would not only make their lives a whole lot easier, but would also help their kids succeed academically in school, participate in rich and creative after school activities, and eat fun, healthy foods for lunch.""",United States,Flash Drive Giveaway for Back to School,KMW
362,USB Memory Direct,16,UMD Blog: Use Twitter to help us and Flash Drive for Freedom fight North Korea,https://www.usbmemorydirect.com/blog/use-twitter-help-us-flash-drives-freedom-fight-north-korea/,Self Published Blog,3/14/17,Nicholas Moller,Implicit,"""For those of you who haven't heard of Flash Drives for Freedom before, it is a project run by the Human Rights Foundation. The aim is to use flash drives to smuggle western media and news into North Korea via existing underground smuggling routes. "" Donated based on tweets",United States,Flash Drives for Freedom,KMW
363,USB Memory Direct,16,UMD Blog: Use Twitter to help us and Flash Drive for Freedom fight North Korea,https://www.usbmemorydirect.com/blog/use-twitter-help-us-flash-drives-freedom-fight-north-korea/,Self Published Blog,3/14/17,Nicholas Moller,Implicit,"""For those of you who haven't heard of Flash Drives for Freedom before, it is a project run by the Human Rights Foundation. The aim is to use flash drives to smuggle western media and news into North Korea via existing underground smuggling routes. "" Donated based on tweets",North Korea,Flash Drives for Freedom,KMW
364,Veritas,5,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas participates in the TechWomen program, an
initiative of the U.S. Department of State’s Bureau of
Educational and Cultural Affairs, designed to empower
and support the next generation of women leaders in
science, technology, engineering and mathematics
(STEM) from Africa, Central Asia and the Middle East.
In 2017, eight female Veritas employees were mentors
to three emerging technical women from Algeria, South
Africa and Kyrgyzstan. The mentees spent four weeks
at our Mountain View offices learning about Veritas and
developing their skills.""",Algeria,TechWomen,KMW
365,Veritas,5,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas participates in the TechWomen program, an
initiative of the U.S. Department of State’s Bureau of
Educational and Cultural Affairs, designed to empower
and support the next generation of women leaders in
science, technology, engineering and mathematics
(STEM) from Africa, Central Asia and the Middle East.
In 2017, eight female Veritas employees were mentors
to three emerging technical women from Algeria, South
Africa and Kyrgyzstan. The mentees spent four weeks
at our Mountain View offices learning about Veritas and
developing their skills.""",South Africa,TechWomen,KMW
366,Veritas,5,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas participates in the TechWomen program, an
initiative of the U.S. Department of State’s Bureau of
Educational and Cultural Affairs, designed to empower
and support the next generation of women leaders in
science, technology, engineering and mathematics
(STEM) from Africa, Central Asia and the Middle East.
In 2017, eight female Veritas employees were mentors
to three emerging technical women from Algeria, South
Africa and Kyrgyzstan. The mentees spent four weeks
at our Mountain View offices learning about Veritas and
developing their skills.""",Kyrgystan,TechWomen,KMW
367,Veritas,17,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas offers global employees a Matching Gifts program in which we make
a dollar-for-dollar match of donations to nonprofit organizations meeting our
general requirements for charitable donations""",Global,Employee Matching Gifts,KMW
368,Veritas,4,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
369,Veritas,5,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
370,Veritas,8,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
371,Veritas,9,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
372,Veritas,10,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
373,Veritas,11,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
374,Veritas,12,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
375,Veritas,13,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
376,Veritas,17,Vertias Corporate Responsibility Report 2017,https://www.veritas.com/content/dam/Veritas/docs/reports/Veritas_Corporate_Responsibility_Report_2017.pdf,Corproate Report,17-Dec,,Explicit,"""Veritas is a United Nations Global Compact (UNGC) signatory, a UNGC
Network USA member, and a signatory of the Women’s Empowerment
Principles, a partnership initiative of the UNGC and UN Women.""",Global,,KMW
377,Western Digital,2,Western Digial: Corporate Philanthropy,https://www.westerndigital.com/company/corporate-philanthropy,Webpage,,,Implicit,"""Emphasis is placed on educational programs, especially Science, Technology, Engineering and Math for under privileged and underrepresented youth; hunger relief; and environmental issues.""",Global,,KMW
378,Western Digital,4,Western Digial: Corporate Philanthropy,https://www.westerndigital.com/company/corporate-philanthropy,Webpage,,,Implicit,"""Emphasis is placed on educational programs, especially Science, Technology, Engineering and Math for under privileged and underrepresented youth; hunger relief; and environmental issues.""",Global,,KMW
379,Western Digital,11,Western Digial: Corporate Philanthropy,https://www.westerndigital.com/company/corporate-philanthropy,Webpage,,,Implicit,"""Emphasis is placed on educational programs, especially Science, Technology, Engineering and Math for under privileged and underrepresented youth; hunger relief; and environmental issues.""",Global,,KMW
380,Western Digital,8,Western Digital: Corporate Social Responsibility and Labor Rights,http://www.bcsd.org.tw/2010/20091202acer_csr/11.WD.pdf,PowerPoint,9-Nov,"Gary Meister, CIO, Sr. VP Worldwide Customer Satisfaction",Implicit,"""We strive to preserve and protect the environment by reducing our
carbon footprint""; ""We help strengthen those communities by funding local charitable
organizations that work to improve education, health care and the
environment,""; ""We work to improve the living conditions that prevail in these communies""",Global,,KMW
381,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",China,Scholarship Program,KMW
382,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",India,Scholarship Program,KMW
383,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",Israel,Scholarship Program,KMW
384,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",Japan,Scholarship Program,KMW
385,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",Malaysia,Scholarship Program,KMW
386,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",Philippines,Scholarship Program,KMW
387,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",Thailand,Scholarship Program,KMW
388,Western Digital,4,Western Digital: Scholarship Programs,https://www.westerndigital.com/company/corporate-philanthropy/scholarship-programs,Webpage,,,Implicit,"""Western Digital is committed to addressing access to STEM education for underrepresented and underprivileged students.""",United States,Scholarship Program,KMW
389,Western Digital,17,Western Digital: Giving Back Through Volunteering,https://www.westerndigital.com/company/corporate-philanthropy/giving-back-through-volunteering,Webpage,,,Implicit,"""employees are encouraged to ...get involved in a variety of ways such as:

Teaching and mentoring disadvantaged students in science, technology, engineering and mathematics (STEM) education
Packing meals to support hunger relief worldwide
Planting trees and picking up trash to help preserve the environment""",United States,Employee Volunteering Program,KMW
391,Western Digital,4,Western Digital: Product Donations,https://www.westerndigital.com/company/corporate-philanthropy/product-donations,Webpage,,,Implicit,"""Western Digital provides an opportunity for nonprofit organizations and public schools to request product donations. """,nan,Product Donations,KMW
392,Western Digital,17,Western Digital: Product Donations,https://www.westerndigital.com/company/corporate-philanthropy/product-donations,Webpage,,,Implicit,"""Western Digital provides an opportunity for nonprofit organizations and public schools to request product donations. """,nan,Product Donations,KMW
393,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",China,Community Grants Program,KMW
394,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",India,Community Grants Program,KMW
395,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",Israel,Community Grants Program,KMW
396,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",Japan,Community Grants Program,KMW
397,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",Malaysia,Community Grants Program,KMW
398,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",Philippines,Community Grants Program,KMW
399,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",Thailand,Community Grants Program,KMW
400,Western Digital,4,Western Digital: Community Grants Program,https://www.westerndigital.com/company/corporate-philanthropy/community-grants-program,Webpage,,,Implicit,"""our key areas of support:

Education
STEM, particularly programs targeted at underrepresented and/or underprivileged youth

Hunger Relief
Programs with a predominant focus on alleviating hunger locally

Environmental Preservation
Programs aimed at environmental protection or preservation, and the public education of such issues

Veterans and Military Families
Projects and programs that provide services to veterans and/or military families""",United States,Community Grants Program,KMW
